,ICAO Empresa Aérea,Número Voo,Situação Voo,Atraso,Hora Partida,Dia Mês,Mês,Dia Semana,Tipo da nuvem da primeira camada,DireÇõÇo do Vento (0-360),Veloc. do Vento (m/s),Alt. da base das nuvens na primeira camada (m),Cobertura de nuvens da camada mais restrita(%),PressÇo reduzida ao nÇðvel do mar - QNH( hPa),Temp. do ar (C),Temp. do Ponto de Orvalho (C),Visibilidade horizontal (m) (acima de 10000m VV=10000),"Tempo Presente (Tabela 020003) <a href=""http://bancodedados.cptec.inpe.br/~rbanco/bdm/tabela_bufr_20003.pdf"">Detalhes</a>"
1982,GLO,1088,REALIZADO,37,19.416666666666668,24,Julho,Terca,0.0,160.0,4.63,206.0,8.0,1026.08,18.0,14.0,8000.0,0.0
1983,AZU,2406,REALIZADO,-17,20.166666666666668,24,Julho,Terca,0.0,150.0,4.63,403.0,6.0,1026.08,17.0,14.0,7000.0,0.0
1984,AZU,2400,REALIZADO,-17,5.666666666666667,25,Julho,Quarta,0.0,120.0,2.06,93.0,8.0,1027.1,16.0,15.0,10000.0,0.0
1985,GLO,1076,REALIZADO,-5,8.083333333333334,25,Julho,Quarta,0.0,110.0,1.03,206.0,2.0,1026.08,15.0,15.0,10000.0,0.0
1986,TAM,3023,REALIZADO,-5,8.583333333333334,25,Julho,Quarta,0.0,110.0,1.03,206.0,2.0,1026.08,15.0,15.0,10000.0,0.0
1987,AZU,2402,REALIZADO,-19,11.75,25,Julho,Quarta,0.0,110.0,1.54,73.0,8.0,1027.1,16.0,15.0,6000.0,0.0
1988,GLO,1084,REALIZADO,-18,17.416666666666668,25,Julho,Quarta,0.0,40.0,3.09,356.0,2.0,1025.07,23.0,14.0,10000.0,0.0
1989,GLO,1086,REALIZADO,27,18.416666666666668,25,Julho,Quarta,0.0,60.0,2.57,402.0,3.0,1024.05,23.0,14.0,10000.0,0.0
1990,AZU,5016,REALIZADO,-9,18.833333333333332,25,Julho,Quarta,0.0,60.0,2.57,402.0,3.0,1024.05,23.0,14.0,10000.0,0.0
1991,GLO,1088,REALIZADO,-15,19.416666666666668,25,Julho,Quarta,0.0,150.0,4.12,402.0,3.0,1024.05,21.0,16.0,9000.0,0.0
1992,AZU,2406,REALIZADO,-20,20.166666666666668,25,Julho,Quarta,0.0,160.0,3.09,402.0,3.0,1024.05,20.0,16.0,7000.0,0.0
1993,AZU,2400,REALIZADO,-6,5.916666666666667,26,Julho,Quinta,0.0,70.0,2.06,83.0,6.0,1025.07,16.0,15.0,10000.0,0.0
1994,GLO,1076,REALIZADO,4,8.083333333333334,26,Julho,Quinta,0.0,60.0,4.12,42.0,6.0,1025.07,15.0,15.0,9000.0,0.0
1995,TAM,3023,REALIZADO,8,8.583333333333334,26,Julho,Quinta,0.0,60.0,4.12,42.0,6.0,1025.07,15.0,15.0,9000.0,0.0
1996,GLO,1078,REALIZADO,3,10.25,26,Julho,Quinta,0.0,50.0,5.66,73.0,6.0,1025.07,15.0,15.0,7000.0,0.0
1997,AZU,2402,REALIZADO,-4,11.75,26,Julho,Quinta,0.0,60.0,5.15,73.0,6.0,1026.08,15.0,14.0,9000.0,0.0
1998,GLO,1084,REALIZADO,-7,17.416666666666668,26,Julho,Quinta,0.0,70.0,1.54,452.0,3.0,1023.04,25.0,13.0,10000.0,0.0
1999,GLO,1086,REALIZADO,23,18.416666666666668,26,Julho,Quinta,0.0,120.0,2.06,452.0,3.0,1022.02,24.0,13.0,10000.0,0.0
2000,AZU,5016,REALIZADO,-6,18.833333333333332,26,Julho,Quinta,0.0,120.0,2.06,452.0,3.0,1022.02,24.0,13.0,10000.0,0.0
2001,GLO,1088,REALIZADO,-6,19.416666666666668,26,Julho,Quinta,0.0,120.0,1.54,456.0,3.0,1022.02,24.0,12.0,10000.0,0.0
2002,AZU,2406,REALIZADO,-16,20.166666666666668,26,Julho,Quinta,0.0,110.0,1.54,0.0,0.0,1022.02,23.0,11.0,10000.0,0.0
2003,AZU,2400,REALIZADO,-21,5.666666666666667,27,Julho,Sexta,0.0,0.0,0.0,0.0,0.0,1024.05,13.0,13.0,6000.0,0.0
2004,GLO,1076,REALIZADO,27,8.083333333333334,27,Julho,Sexta,0.0,70.0,2.06,0.0,0.0,1023.04,12.0,12.0,3490.0,10.0
2005,TAM,3023,REALIZADO,-10,8.583333333333334,27,Julho,Sexta,0.0,70.0,2.06,0.0,0.0,1023.04,12.0,12.0,3490.0,10.0
2006,GLO,1078,REALIZADO,25,10.25,27,Julho,Sexta,0.0,70.0,2.06,0.0,0.0,1024.05,12.0,12.0,6000.0,0.0
2007,AZU,2402,REALIZADO,-21,11.75,27,Julho,Sexta,0.0,60.0,3.09,0.0,0.0,1024.05,14.0,14.0,6000.0,0.0
2008,GLO,1084,REALIZADO,2,17.416666666666668,27,Julho,Sexta,0.0,20.0,1.54,0.0,0.0,1021.0,25.0,12.0,10000.0,0.0
2009,GLO,1086,REALIZADO,26,18.416666666666668,27,Julho,Sexta,0.0,10.0,1.54,0.0,0.0,1019.99,26.0,12.0,10000.0,0.0
2010,AZU,5016,REALIZADO,0,18.833333333333332,27,Julho,Sexta,0.0,10.0,1.54,0.0,0.0,1019.99,26.0,12.0,10000.0,0.0
2011,GLO,1088,REALIZADO,6,19.416666666666668,27,Julho,Sexta,0.0,310.0,2.06,0.0,0.0,1019.99,26.0,12.0,10000.0,0.0
2012,AZU,2406,REALIZADO,-16,20.166666666666668,27,Julho,Sexta,0.0,20.0,2.06,0.0,0.0,1019.99,25.0,11.0,10000.0,0.0
2013,AZU,2400,REALIZADO,-17,6.083333333333333,28,Julho,Sabado,0.0,70.0,1.54,0.0,0.0,1021.0,14.0,12.0,10000.0,0.0
2014,GLO,1076,REALIZADO,9,8.083333333333334,28,Julho,Sabado,0.0,70.0,1.03,0.0,0.0,1021.0,13.0,12.0,10000.0,0.0
2015,TAM,3807,REALIZADO,40,8.75,28,Julho,Sabado,0.0,70.0,1.03,0.0,0.0,1021.0,13.0,12.0,10000.0,0.0
2016,GLO,1078,REALIZADO,-13,10.25,28,Julho,Sabado,0.0,60.0,3.09,0.0,0.0,1022.02,13.0,13.0,10000.0,0.0
2017,AZU,4024,REALIZADO,7,12.916666666666666,28,Julho,Sabado,0.0,70.0,3.6,0.0,0.0,1023.04,17.0,14.0,10000.0,0.0
2018,AZU,4131,REALIZADO,-14,16.333333333333332,28,Julho,Sabado,0.0,330.0,3.6,0.0,0.0,1019.99,27.0,11.0,10000.0,0.0
2019,GLO,1084,REALIZADO,-2,17.416666666666668,28,Julho,Sabado,0.0,350.0,3.6,0.0,0.0,1018.97,27.0,12.0,10000.0,0.0
2020,GLO,1088,REALIZADO,-4,19.416666666666668,28,Julho,Sabado,0.0,300.0,3.09,0.0,0.0,1017.96,27.0,11.0,10000.0,0.0
2021,AZU,2922,REALIZADO,-14,20.0,28,Julho,Sabado,0.0,290.0,2.57,0.0,0.0,1017.96,26.0,11.0,10000.0,0.0
2022,TAM,3807,REALIZADO,-15,8.75,29,Julho,Domingo,0.0,50.0,2.06,0.0,0.0,1017.96,15.0,13.0,10000.0,0.0
2023,GLO,1078,REALIZADO,-1,10.25,29,Julho,Domingo,0.0,80.0,3.09,0.0,0.0,1018.97,16.0,13.0,10000.0,0.0
2024,AZU,6937,REALIZADO,-17,13.0,29,Julho,Domingo,0.0,60.0,4.12,0.0,0.0,1019.99,17.0,13.0,8000.0,0.0
2025,GLO,1084,REALIZADO,2,17.416666666666668,29,Julho,Domingo,0.0,310.0,4.63,0.0,0.0,1015.93,28.0,11.0,10000.0,0.0
2026,AZU,4056,REALIZADO,-12,17.75,29,Julho,Domingo,0.0,310.0,4.63,0.0,0.0,1015.93,28.0,11.0,10000.0,0.0
2027,GLO,1086,REALIZADO,2,18.416666666666668,29,Julho,Domingo,0.0,330.0,5.15,0.0,0.0,1014.91,29.0,11.0,10000.0,0.0
2028,GLO,1088,REALIZADO,0,19.416666666666668,29,Julho,Domingo,0.0,300.0,4.63,0.0,0.0,1014.91,29.0,11.0,10000.0,0.0
2029,AZU,2668,REALIZADO,-3,19.5,29,Julho,Domingo,0.0,300.0,4.63,0.0,0.0,1014.91,29.0,11.0,10000.0,0.0
2030,AZU,2400,REALIZADO,-4,6.25,30,Julho,Segunda,0.0,170.0,0.51,0.0,0.0,1015.93,15.0,12.0,10000.0,0.0
2031,GLO,1076,REALIZADO,27,8.083333333333334,30,Julho,Segunda,0.0,10.0,1.54,0.0,0.0,1015.93,17.0,12.0,10000.0,0.0
2032,TAM,3023,REALIZADO,15,8.583333333333334,30,Julho,Segunda,0.0,10.0,1.54,0.0,0.0,1015.93,17.0,12.0,10000.0,0.0
2033,GLO,1078,REALIZADO,100,10.25,30,Julho,Segunda,0.0,0.0,0.0,0.0,0.0,1016.94,13.0,12.0,8000.0,0.0
2034,AZU,2402,REALIZADO,-15,11.75,30,Julho,Segunda,0.0,0.0,0.0,0.0,0.0,1017.96,17.0,14.0,8000.0,0.0
2035,GLO,1084,REALIZADO,-9,17.416666666666668,30,Julho,Segunda,0.0,180.0,4.12,0.0,0.0,1016.94,21.0,15.0,7000.0,0.0
2036,GLO,1086,REALIZADO,-5,18.416666666666668,30,Julho,Segunda,0.0,140.0,2.57,0.0,0.0,1016.94,22.0,15.0,8000.0,0.0
2037,AZU,5016,REALIZADO,0,18.833333333333332,30,Julho,Segunda,0.0,140.0,2.57,0.0,0.0,1016.94,22.0,15.0,8000.0,0.0
2038,GLO,1088,REALIZADO,-5,19.416666666666668,30,Julho,Segunda,0.0,160.0,3.09,0.0,0.0,1016.94,22.0,15.0,8000.0,0.0
2039,AZU,2406,REALIZADO,0,20.166666666666668,30,Julho,Segunda,0.0,160.0,3.6,136.0,2.0,1017.96,18.0,15.0,8000.0,0.0
2040,GLO,1090,REALIZADO,-13,21.083333333333332,30,Julho,Segunda,0.0,50.0,1.54,156.0,6.0,1017.96,17.0,15.0,7000.0,0.0
2041,AZU,2400,REALIZADO,75,5.916666666666667,31,Julho,Terca,0.0,70.0,4.63,306.0,6.0,1016.94,15.0,15.0,10000.0,0.0
2042,GLO,1076,REALIZADO,24,8.083333333333334,31,Julho,Terca,9.0,90.0,1.54,306.0,6.0,1014.91,16.0,15.0,10000.0,17.0
2043,TAM,3023,REALIZADO,0,8.583333333333334,31,Julho,Terca,9.0,90.0,1.54,306.0,6.0,1014.91,16.0,15.0,10000.0,17.0
2044,GLO,1078,REALIZADO,106,10.25,31,Julho,Terca,9.0,230.0,2.57,63.0,8.0,1018.97,14.0,14.0,8000.0,95.0
2045,AZU,2402,REALIZADO,0,11.75,31,Julho,Terca,0.0,0.0,0.0,103.0,8.0,1019.99,14.0,14.0,7000.0,61.0
2046,GLO,1084,REALIZADO,-8,17.416666666666668,31,Julho,Terca,0.0,180.0,2.06,233.0,6.0,1017.96,18.0,14.0,10000.0,0.0
2047,GLO,1086,REALIZADO,25,18.416666666666668,31,Julho,Terca,0.0,180.0,2.06,253.0,6.0,1017.96,18.0,14.0,10000.0,0.0
2048,AZU,5016,REALIZADO,19,18.833333333333332,31,Julho,Terca,0.0,180.0,2.06,253.0,6.0,1017.96,18.0,14.0,10000.0,0.0
2049,AZU,2406,REALIZADO,-18,20.166666666666668,31,Julho,Terca,0.0,170.0,3.6,174.0,8.0,1018.97,16.0,13.0,10000.0,0.0
2050,GLO,1090,REALIZADO,7,21.083333333333332,31,Julho,Terca,0.0,160.0,3.6,134.0,8.0,1019.99,15.0,13.0,10000.0,0.0
2051,AZU,2400,REALIZADO,-5,5.916666666666667,1,Agosto,Quarta,0.0,150.0,2.57,104.0,8.0,1021.0,13.0,12.0,10000.0,0.0
2052,TAM,3023,REALIZADO,7,8.583333333333334,1,Agosto,Quarta,0.0,90.0,1.54,74.0,8.0,1021.0,13.0,12.0,10000.0,0.0
2053,GLO,1078,REALIZADO,3,10.25,1,Agosto,Quarta,0.0,140.0,1.54,54.0,8.0,1022.02,12.0,12.0,6000.0,51.0
2054,AZU,2402,REALIZADO,-16,11.75,1,Agosto,Quarta,0.0,140.0,1.54,64.0,8.0,1022.02,13.0,13.0,2990.0,53.0
2055,GLO,1084,REALIZADO,-17,17.416666666666668,1,Agosto,Quarta,0.0,100.0,2.57,93.0,8.0,1021.0,14.0,14.0,10000.0,0.0
2056,GLO,1086,REALIZADO,-15,18.416666666666668,1,Agosto,Quarta,0.0,130.0,2.57,113.0,8.0,1021.0,14.0,14.0,10000.0,0.0
2057,AZU,5016,REALIZADO,-11,18.833333333333332,1,Agosto,Quarta,0.0,130.0,2.57,113.0,8.0,1021.0,14.0,14.0,10000.0,0.0
2058,AZU,2406,REALIZADO,-15,20.166666666666668,1,Agosto,Quarta,0.0,110.0,3.09,83.0,8.0,1021.0,13.0,13.0,10000.0,51.0
2059,GLO,1090,REALIZADO,0,21.1,1,Agosto,Quarta,0.0,130.0,1.54,93.0,8.0,1022.02,13.0,13.0,8000.0,51.0
2060,AZU,2400,REALIZADO,10,5.916666666666667,2,Agosto,Quinta,0.0,90.0,1.54,114.0,8.0,1021.0,13.0,13.0,10000.0,0.0
2061,TAM,3023,REALIZADO,-4,8.583333333333334,2,Agosto,Quinta,0.0,100.0,1.54,64.0,8.0,1021.0,13.0,13.0,10000.0,0.0
2062,GLO,1078,REALIZADO,30,10.25,2,Agosto,Quinta,0.0,80.0,1.54,74.0,8.0,1022.02,13.0,13.0,10000.0,0.0
2063,AZU,2402,REALIZADO,-17,11.75,2,Agosto,Quinta,0.0,120.0,2.06,64.0,8.0,1023.04,14.0,14.0,9000.0,61.0
2064,GLO,1084,REALIZADO,-16,17.416666666666668,2,Agosto,Quinta,0.0,110.0,3.09,174.0,8.0,1021.0,17.0,15.0,10000.0,0.0
2065,GLO,1086,REALIZADO,10,18.416666666666668,2,Agosto,Quinta,0.0,140.0,2.57,204.0,8.0,1019.99,17.0,15.0,10000.0,0.0
2066,AZU,5016,REALIZADO,14,18.833333333333332,2,Agosto,Quinta,0.0,140.0,2.57,204.0,8.0,1019.99,17.0,15.0,10000.0,0.0
2067,AZU,2406,REALIZADO,-22,20.166666666666668,2,Agosto,Quinta,0.0,130.0,3.09,133.0,6.0,1019.99,17.0,15.0,10000.0,0.0
2068,GLO,1090,REALIZADO,0,21.4,2,Agosto,Quinta,0.0,150.0,3.09,113.0,6.0,1021.0,16.0,15.0,10000.0,0.0
2069,AZU,2400,REALIZADO,-4,5.916666666666667,3,Agosto,Sexta,0.0,80.0,1.54,83.0,6.0,1018.97,16.0,15.0,8000.0,0.0
2070,GLO,1076,REALIZADO,5,8.083333333333334,3,Agosto,Sexta,0.0,80.0,3.09,93.0,6.0,1018.97,16.0,15.0,10000.0,0.0
2071,TAM,3023,REALIZADO,-4,8.583333333333334,3,Agosto,Sexta,0.0,80.0,3.09,93.0,6.0,1018.97,16.0,15.0,10000.0,0.0
2072,GLO,1078,REALIZADO,16,10.25,3,Agosto,Sexta,0.0,60.0,5.66,84.0,8.0,1018.97,16.0,15.0,6000.0,0.0
2073,AZU,2402,REALIZADO,-3,11.75,3,Agosto,Sexta,0.0,70.0,4.12,94.0,8.0,1018.97,16.0,15.0,6000.0,0.0
2074,GLO,1086,REALIZADO,8,18.416666666666668,3,Agosto,Sexta,0.0,0.0,0.0,53.0,8.0,1018.97,16.0,16.0,2490.0,61.0
2075,AZU,5016,REALIZADO,30,18.833333333333332,3,Agosto,Sexta,0.0,0.0,0.0,53.0,8.0,1018.97,16.0,16.0,2490.0,61.0
2076,GLO,1088,REALIZADO,75,19.416666666666668,3,Agosto,Sexta,0.0,0.0,0.0,53.0,8.0,1018.97,16.0,16.0,3490.0,61.0
2077,AZU,2406,REALIZADO,79,20.166666666666668,3,Agosto,Sexta,0.0,50.0,1.54,63.0,8.0,1017.96,16.0,16.0,3490.0,61.0
2078,GLO,1090,REALIZADO,-7,21.083333333333332,3,Agosto,Sexta,0.0,50.0,1.54,66.0,8.0,1017.96,15.0,15.0,4510.0,61.0
2079,AZU,2400,REALIZADO,-7,6.083333333333333,4,Agosto,Sabado,0.0,120.0,2.57,0.0,0.0,1016.94,14.0,14.0,10000.0,0.0
2080,TAM,3807,REALIZADO,25,8.75,4,Agosto,Sabado,0.0,230.0,1.54,114.0,8.0,1017.96,15.0,15.0,10000.0,0.0
2081,GLO,1078,REALIZADO,11,10.25,4,Agosto,Sabado,0.0,330.0,2.06,106.0,3.0,1017.96,15.0,15.0,8000.0,0.0
2082,AZU,4024,REALIZADO,0,12.916666666666666,4,Agosto,Sabado,0.0,350.0,3.09,0.0,0.0,1017.96,17.0,16.0,8000.0,0.0
2083,AZU,4131,REALIZADO,-6,16.333333333333332,4,Agosto,Sabado,0.0,260.0,2.57,403.0,6.0,1016.94,21.0,15.0,10000.0,0.0
2084,GLO,1084,REALIZADO,-12,17.416666666666668,4,Agosto,Sabado,0.0,260.0,3.6,333.0,6.0,1014.91,20.0,15.0,10000.0,0.0
2085,GLO,1088,REALIZADO,-8,19.416666666666668,4,Agosto,Sabado,0.0,310.0,4.12,406.0,2.0,1014.91,20.0,15.0,10000.0,0.0
2086,AZU,2922,REALIZADO,0,20.0,4,Agosto,Sabado,0.0,270.0,3.6,406.0,2.0,1015.93,20.0,15.0,10000.0,0.0
2087,GLO,1090,REALIZADO,0,21.033333333333335,4,Agosto,Sabado,0.0,250.0,4.63,303.0,6.0,1015.93,18.0,15.0,10000.0,0.0
2088,TAM,3807,REALIZADO,-1,8.75,5,Agosto,Domingo,0.0,270.0,1.03,0.0,0.0,1015.93,14.0,14.0,10000.0,0.0
2089,AZU,6937,REALIZADO,-22,13.0,5,Agosto,Domingo,0.0,250.0,2.06,136.0,8.0,1019.99,18.0,16.0,9000.0,0.0
2090,GLO,1084,REALIZADO,-13,17.416666666666668,5,Agosto,Domingo,0.0,240.0,0.51,233.0,6.0,1017.96,20.0,15.0,10000.0,0.0
2091,AZU,4056,REALIZADO,-14,17.75,5,Agosto,Domingo,0.0,240.0,0.51,233.0,6.0,1017.96,20.0,15.0,10000.0,0.0
2092,GLO,1086,REALIZADO,-15,18.416666666666668,5,Agosto,Domingo,0.0,290.0,1.54,303.0,6.0,1017.96,20.0,14.0,10000.0,0.0
2093,GLO,1088,REALIZADO,-14,19.416666666666668,5,Agosto,Domingo,0.0,170.0,1.03,263.0,6.0,1017.96,20.0,15.0,9000.0,0.0
2094,AZU,2668,REALIZADO,-22,19.5,5,Agosto,Domingo,0.0,170.0,1.03,263.0,6.0,1017.96,20.0,15.0,9000.0,0.0
2095,GLO,1090,REALIZADO,10,21.083333333333332,5,Agosto,Domingo,0.0,160.0,2.06,203.0,6.0,1018.97,17.0,12.0,10000.0,0.0
2096,AZU,2400,REALIZADO,-10,5.833333333333333,6,Agosto,Segunda,0.0,140.0,1.03,0.0,0.0,1021.0,14.0,11.0,10000.0,0.0
2097,GLO,1076,REALIZADO,5,8.083333333333334,6,Agosto,Segunda,0.0,50.0,1.03,76.0,6.0,1019.99,13.0,12.0,8000.0,61.0
2098,TAM,3023,REALIZADO,-11,8.583333333333334,6,Agosto,Segunda,0.0,50.0,1.03,76.0,6.0,1019.99,13.0,12.0,8000.0,61.0
2099,AZU,6925,REALIZADO,-16,9.416666666666666,6,Agosto,Segunda,0.0,0.0,0.0,113.0,6.0,1023.04,13.0,13.0,5010.0,61.0
2100,GLO,1078,REALIZADO,-2,10.25,6,Agosto,Segunda,0.0,10.0,1.54,53.0,8.0,1023.04,13.0,13.0,5010.0,61.0
2101,AZU,2402,REALIZADO,21,11.75,6,Agosto,Segunda,0.0,90.0,1.54,53.0,8.0,1022.02,14.0,14.0,5010.0,10.0
2102,GLO,1084,REALIZADO,50,17.416666666666668,6,Agosto,Segunda,0.0,30.0,1.54,113.0,8.0,1022.02,15.0,14.0,6000.0,61.0
2103,GLO,1086,REALIZADO,-2,18.416666666666668,6,Agosto,Segunda,0.0,70.0,2.06,133.0,8.0,1022.02,14.0,14.0,7000.0,61.0
2104,AZU,5016,REALIZADO,15,18.833333333333332,6,Agosto,Segunda,0.0,70.0,2.06,133.0,8.0,1022.02,14.0,14.0,7000.0,61.0
2105,AZU,2406,REALIZADO,-10,20.166666666666668,6,Agosto,Segunda,0.0,30.0,2.57,73.0,8.0,1022.02,14.0,14.0,8000.0,61.0
2106,GLO,1090,REALIZADO,-4,21.083333333333332,6,Agosto,Segunda,0.0,60.0,3.09,92.0,6.0,1022.02,14.0,14.0,8000.0,61.0
2107,AZU,2400,REALIZADO,-16,5.916666666666667,7,Agosto,Terca,0.0,150.0,2.57,44.0,8.0,1023.04,13.0,13.0,4010.0,10.0
2108,GLO,1076,REALIZADO,-5,8.083333333333334,7,Agosto,Terca,0.0,120.0,3.09,64.0,8.0,1023.04,13.0,13.0,7000.0,0.0
2109,TAM,3023,REALIZADO,37,8.583333333333334,7,Agosto,Terca,0.0,120.0,3.09,64.0,8.0,1023.04,13.0,13.0,7000.0,0.0
2110,GLO,1084,REALIZADO,-19,17.416666666666668,7,Agosto,Terca,0.0,50.0,4.63,204.0,8.0,1022.02,18.0,14.0,10000.0,0.0
2111,AZU,5016,REALIZADO,-11,18.833333333333332,7,Agosto,Terca,0.0,130.0,3.09,152.0,6.0,1022.02,18.0,14.0,10000.0,0.0
2112,AZU,2406,REALIZADO,-28,20.166666666666668,7,Agosto,Terca,0.0,110.0,3.6,106.0,6.0,1022.02,16.0,14.0,8000.0,0.0
2113,GLO,1090,REALIZADO,-17,21.083333333333332,7,Agosto,Terca,0.0,110.0,2.57,93.0,6.0,1023.04,15.0,14.0,6000.0,0.0
2114,AZU,2400,REALIZADO,-21,5.916666666666667,8,Agosto,Quarta,0.0,60.0,5.15,84.0,8.0,1023.04,15.0,15.0,10000.0,0.0
2115,GLO,1076,REALIZADO,2,8.083333333333334,8,Agosto,Quarta,0.0,60.0,4.12,74.0,8.0,1023.04,15.0,15.0,10000.0,0.0
2116,TAM,3023,REALIZADO,22,8.583333333333334,8,Agosto,Quarta,0.0,60.0,4.12,74.0,8.0,1023.04,15.0,15.0,10000.0,0.0
2117,AZU,6925,REALIZADO,-9,10.0,8,Agosto,Quarta,0.0,50.0,4.12,114.0,8.0,1023.04,15.0,15.0,10000.0,0.0
2118,GLO,1078,REALIZADO,-4,10.25,8,Agosto,Quarta,0.0,50.0,4.12,114.0,8.0,1023.04,15.0,15.0,10000.0,0.0
2119,AZU,2402,REALIZADO,-25,11.75,8,Agosto,Quarta,0.0,50.0,4.12,114.0,8.0,1024.05,16.0,15.0,10000.0,0.0
2120,GLO,1084,REALIZADO,-1,17.416666666666668,8,Agosto,Quarta,0.0,90.0,1.03,306.0,2.0,1019.99,25.0,17.0,10000.0,0.0
2121,GLO,1086,REALIZADO,1,18.416666666666668,8,Agosto,Quarta,0.0,150.0,2.06,306.0,2.0,1019.99,25.0,17.0,10000.0,0.0
2122,AZU,5016,REALIZADO,0,18.833333333333332,8,Agosto,Quarta,0.0,150.0,2.06,306.0,2.0,1019.99,25.0,17.0,10000.0,0.0
2123,AZU,2406,REALIZADO,0,20.166666666666668,8,Agosto,Quarta,0.0,320.0,1.54,0.0,0.0,1018.97,25.0,15.0,10000.0,0.0
2124,GLO,1090,REALIZADO,3,21.083333333333332,8,Agosto,Quarta,0.0,240.0,1.03,0.0,0.0,1019.99,21.0,17.0,10000.0,0.0
2125,TAM,3023,REALIZADO,8,8.583333333333334,9,Agosto,Quinta,0.0,300.0,7.72,202.0,6.0,1018.97,17.0,15.0,8000.0,61.0
2126,GLO,1078,REALIZADO,9,10.25,9,Agosto,Quinta,0.0,320.0,5.15,0.0,0.0,1016.94,18.0,14.0,10000.0,0.0
2127,AZU,2402,REALIZADO,35,11.75,9,Agosto,Quinta,0.0,360.0,3.6,0.0,0.0,1017.96,17.0,14.0,10000.0,0.0
2128,GLO,1086,REALIZADO,9,18.416666666666668,9,Agosto,Quinta,0.0,310.0,7.21,0.0,0.0,1013.89,25.0,16.0,10000.0,0.0
2129,AZU,5016,REALIZADO,21,18.833333333333332,9,Agosto,Quinta,0.0,310.0,7.21,0.0,0.0,1013.89,25.0,16.0,10000.0,0.0
2130,GLO,1088,REALIZADO,16,19.416666666666668,9,Agosto,Quinta,0.0,290.0,6.18,0.0,0.0,1012.88,24.0,16.0,10000.0,0.0
2131,AZU,2406,REALIZADO,-9,20.166666666666668,9,Agosto,Quinta,0.0,290.0,4.12,453.0,6.0,1013.89,24.0,17.0,10000.0,0.0
2132,GLO,1090,REALIZADO,2,21.083333333333332,9,Agosto,Quinta,0.0,280.0,5.15,403.0,6.0,1013.89,22.0,17.0,10000.0,0.0
2133,AZU,2400,REALIZADO,-14,5.916666666666667,10,Agosto,Sexta,0.0,270.0,6.18,0.0,0.0,1016.94,14.0,8.0,10000.0,0.0
2134,TAM,3023,REALIZADO,-14,8.583333333333334,10,Agosto,Sexta,0.0,300.0,2.57,216.0,2.0,1015.93,11.0,8.0,10000.0,0.0
2135,AZU,6925,REALIZADO,19,10.0,10,Agosto,Sexta,0.0,300.0,3.09,196.0,2.0,1017.96,10.0,8.0,10000.0,0.0
2136,AZU,2402,REALIZADO,-5,11.75,10,Agosto,Sexta,0.0,300.0,4.63,202.0,3.0,1017.96,12.0,8.0,10000.0,0.0
2137,GLO,1084,REALIZADO,4,17.416666666666668,10,Agosto,Sexta,0.0,270.0,7.72,0.0,0.0,1015.93,21.0,7.0,10000.0,0.0
2138,GLO,1086,REALIZADO,40,18.416666666666668,10,Agosto,Sexta,0.0,290.0,8.75,0.0,0.0,1015.93,21.0,7.0,10000.0,0.0
2139,AZU,5016,REALIZADO,0,18.833333333333332,10,Agosto,Sexta,0.0,290.0,8.75,0.0,0.0,1015.93,21.0,7.0,10000.0,0.0
2140,GLO,1088,REALIZADO,14,19.416666666666668,10,Agosto,Sexta,0.0,290.0,6.69,0.0,0.0,1015.93,21.0,7.0,10000.0,0.0
2141,AZU,2406,REALIZADO,0,20.166666666666668,10,Agosto,Sexta,0.0,300.0,6.69,0.0,0.0,1015.93,20.0,5.0,10000.0,0.0
2142,GLO,1090,REALIZADO,40,21.083333333333332,10,Agosto,Sexta,0.0,290.0,3.6,0.0,0.0,1016.94,18.0,7.0,10000.0,0.0
2143,AZU,2400,REALIZADO,-4,6.083333333333333,11,Agosto,Sabado,0.0,300.0,3.09,0.0,0.0,1017.96,12.0,8.0,10000.0,0.0
2144,GLO,1076,REALIZADO,22,8.083333333333334,11,Agosto,Sabado,0.0,280.0,3.6,0.0,0.0,1017.96,11.0,7.0,10000.0,0.0
2145,TAM,3807,REALIZADO,-10,8.75,11,Agosto,Sabado,0.0,280.0,3.6,0.0,0.0,1017.96,11.0,7.0,10000.0,0.0
2146,GLO,1078,REALIZADO,-2,10.25,11,Agosto,Sabado,0.0,270.0,3.09,0.0,0.0,1018.97,11.0,8.0,10000.0,0.0
2147,AZU,4024,REALIZADO,-12,12.916666666666666,11,Agosto,Sabado,0.0,280.0,4.12,0.0,0.0,1021.0,14.0,8.0,10000.0,0.0
2148,AZU,4131,REALIZADO,-12,16.333333333333332,11,Agosto,Sabado,0.0,300.0,4.12,0.0,0.0,1018.97,21.0,8.0,10000.0,0.0
2149,GLO,1084,REALIZADO,-12,17.416666666666668,11,Agosto,Sabado,0.0,300.0,4.12,0.0,0.0,1017.96,22.0,8.0,10000.0,0.0
2150,GLO,1088,REALIZADO,-19,19.416666666666668,11,Agosto,Sabado,0.0,230.0,3.09,0.0,0.0,1017.96,23.0,5.0,10000.0,0.0
2151,AZU,2922,REALIZADO,-17,20.0,11,Agosto,Sabado,0.0,200.0,2.57,0.0,0.0,1018.97,20.0,10.0,10000.0,0.0
2152,GLO,1090,REALIZADO,-10,21.083333333333332,11,Agosto,Sabado,0.0,170.0,3.09,0.0,0.0,1019.99,15.0,11.0,10000.0,0.0
